destination,DFE_plus1
9,.4847871917012686
15,.4454476453794208
24,.4246608792192418
29,.2489686870809959
30,.2247843640990696
32,.2168503835788544
33,.3666449291876029
34,.3875595915010546
35,.2402429999769623
36,.2590194301263568
37,.1679098175845445
38,.3134773894517396
40,.1723099833748391
41,.1788469115280648
42,.37685253276467
43,.2141067884127243
44,.2142061118918211
45,.2546573080759035
46,.1281472610771825
47,.4106205459848806
48,.173072182476696
49,.4238283219542536
50,.0862640947496694
51,.2280701236199771
52,.2861435922394298
53,.4030788632297168
54,.2238249639599237
55,.1644105876141227
56,.4767013532406794
57,.200613494418944
58,.1216944691277227
59,.2096050548632999
60,.2199381289556708
61,.2531249225372409
62,.389840161798942
63,.3283844660977124
64,.2045129117117452
65,.1581611274115481
66,.1724506557753943
67,.2685509083908812
68,.2414704200570619
69,.1614531559712558
70,.3427770162533275
71,.1339518333818526
72,.1586843063299695
73,.2119494720124618
74,.1334330241881951
75,.1346760398374366
76,.2056507889852496
77,.4388451958619692
78,.1663277637069614
79,.1496301395445523
80,.1905125798209699
81,.1203512126476232
82,.3841910730499211
83,.1805859666250966
84,.0552250535029295
85,.2085631611142913
86,.3307392144706368
87,.0537290652388732
88,.1886431516856366
89,.4332464823416111
90,.1754330481808004
91,.1868893966567594
92,.0707036529377737
93,.1779344724166732
94,.0981078887977969
95,.1524732931160391
96,.1408326066158472
97,.0832719427843324
99,.2014894188625888
100,.2588585141434515
101,.1074086962389101
102,.1038603926040988
103,.2414252266131846
104,.3237258328736167
105,.0827567126869579
106,.2897940278272468
107,.1027908418036131
108,.4389666104373909
109,.1202115093857349
110,.1358196978909137
111,.1769526028113023
112,.3473563949312198
113,.1065753121887814
114,.0849131513470741
115,.1247319110154966
116,.1942361121383127
117,.1698994127627409
118,.0641850789632173
119,.074972811456586
120,.1384517568425084
121,.1135407082237242
122,.0501497680015254
123,.0439657170934381
124,.1771949740925266
125,.2579996362064086
126,.386871701195749
127,.0816766948842738
128,.0600302822061131
129,.215702050766295
130,.1835673687591381
131,.5229309763006594
132,.2451749767887969
133,.1947158312303781
134,.106613223911797
135,.0077030010963867
136,.1126240616536018
137,.1555647091617682
138,.1306351539340242
139,.4594990498449212
140,.0687150749715785
141,.1712080184879582
142,.3054118769406036
143,.0158241450434928
144,.0405752655023081
145,.1397550372078011
146,-.0365317510359324
147,.0818535077059639
148,-.0230365449972037
149,.071360522770828
150,-.0276388842838064
151,-.0186614968872496
152,-.0263118748120926
153,.1876541403244915
154,.052483763304994
155,.0639148434336236
156,-.0519855561942347
157,-.0102873007367886
158,.0577712130533654
159,.0278256213848317
160,-.0072719282103589
161,.0674082866818811
162,-.0264281238748159
163,-.0091800491028738
164,-.0580204522432732
165,-.0241237088217359
166,.0173944801376053
167,.2653893909472047
168,-.0374126277567371
169,.0060868687355607
170,-.0334643126334737
171,-.0372758605096165
172,-.0539707138780038
173,-.0229442124216897
174,.0104909253102702
175,.2026589708120602
176,.0268316893484952
177,-.0748174113838019
178,.0552458199464728
179,.0195622005802133
180,.0784367532836654
181,.0525994827407877
182,-.0511547536001389
183,-.0746395218804759
184,-.07186124904218
185,-.0374999567009676
186,.1337678629475306
187,-.0564831047558652
188,-.0866847602245357
189,-.0077029896475621
190,.1566411285315222
191,-.0354423733569679
192,.11921015762381
193,-.0018283955893273
194,-.022956733578285
195,.2646110878304287
196,.0949318787213169
197,-.0344219657374129
198,-.0773825807612757
199,-.0321827088055939
200,-.0324286617586786
201,.0098212130507857
202,-.0274865312598868
203,.083656428560936
204,-.0608856828344471
205,-.0987500366060145
206,-.0766698650062264
207,-.0492491095243718
208,-.0924114949989864
209,-.0020466821638759
210,.0149440604716364
211,-.102207458914174
212,-.0111208151234527
213,-.0041193893005994
214,-.0950112936551593
215,-.03398610658886
216,-.0658968448686739
217,.0102958054716339
218,.1153405768553672
219,.2616346960963277
220,-.0793952152191646
221,-.0621670611570376
222,.1538588850142108
223,-.0374557382449807
224,.209800521500391
225,-.0445342250097697
226,-.056029215920916
227,-.0193238616862235
228,.193676576787732
229,.1321779237973701
230,-.0983014727932035
231,-.0695420701424317
232,.0708248597515943
233,.3880941399862192
234,-.0896464012856949
235,.1048778518915779
236,.035255267032593
237,.3000591646970807
238,-.0287726445495133
239,-.0461690190706008
240,.2578966825438979
241,.0075210261328292
242,-.0619619915817998
243,-.0530794851724707
244,.1106400353461443
245,-.0115258454209542
