destination,_beta_slope_OLS_low,_beta_slope_OLS_high,DFE_OLS_low,DFE_OLS_high
550,-3.7296963,-1.9056849,-2.2420535,-.35169125
551,-3.7296963,-1.9056849,-4.3831687,2.274843
552,-3.7296963,-1.9056849,-5.8461485,-2.7361023
553,-3.7296963,-1.9056849,-2.2069199,-.85283482
554,-3.7296963,-1.9056849,-.12633723,.099716298
555,-3.7296963,-1.9056849,1.8349533,-.23224214
556,-3.7296963,-1.9056849,-3.2162297,-2.7924132
557,-3.7296963,-1.9056849,-6.7949395,-.38157892
558,-3.7296963,-1.9056849,-.55696332,-.93216991
559,-3.7296963,-1.9056849,-6.0760899,-1.8846287
560,-3.7296963,-1.9056849,-4.2719903,-1.7548929
561,-3.7296963,-1.9056849,-1.0085286,1.2007661
562,-3.7296963,-1.9056849,-.17313676,-.7275309
563,-3.7296963,-1.9056849,.011804949,.48484638
564,-3.7296963,-1.9056849,-1.0663849,.059991926
565,-3.7296963,-1.9056849,-1.9229126,.32719859
566,-3.7296963,-1.9056849,-4.1234932,-1.8477371
567,-3.7296963,-1.9056849,-2.1461124,-.41608515
568,-3.7296963,-1.9056849,-2.3850346,.47416502
569,-3.7296963,-1.9056849,-6.2583017,-2.3494103
570,-3.7296963,-1.9056849,-2.4612474,1.5008148
571,-3.7296963,-1.9056849,-4.0079803,-1.2328607
572,-3.7296963,-1.9056849,-2.273875,.68195343
573,-3.7296963,-1.9056849,-3.049911,.10456235
574,-3.7296963,-1.9056849,-6.6750469,-2.4630458
575,-3.7296963,-1.9056849,-.88754147,-.14743915
576,-3.7296963,-1.9056849,-2.0184226,-.33117521
577,-3.7296963,-1.9056849,-2.6490223,-.50080973
578,-3.7296963,-1.9056849,-6.3319359,-3.441057
579,-3.7296963,-1.9056849,-2.3073568,-.69825286
580,-3.7296963,-1.9056849,-2.2545998,.29844815
581,-3.7296963,-1.9056849,-2.0537488,.20342478
582,-3.7296963,-1.9056849,-1.5883733,.33672512
583,-3.7296963,-1.9056849,-6.1705284,-2.8560445
584,-3.7296963,-1.9056849,-5.1473846,-1.6811203
585,-3.7296963,-1.9056849,-2.9691031,.7824899
586,-3.7296963,-1.9056849,-2.445097,-.33024326
587,-3.7296963,-1.9056849,-5.3742671,-.83307284
588,-3.7296963,-1.9056849,.063509993,-1.9343017
589,-3.7296963,-1.9056849,-1.0160931,-.42729971
591,-3.7296963,-1.9056849,-2.060389,.53921908
592,-3.7296963,-1.9056849,-3.0447152,1.1085598
593,-3.7296963,-1.9056849,-5.4799681,-2.6809771
594,-3.7296963,-1.9056849,-1.296988,-.16174786
595,-3.7296963,-1.9056849,-6.4699326,-3.2760305
596,-3.7296963,-1.9056849,-6.3481488,-1.7021523
598,-3.7296963,-1.9056849,2.0564244,-4.0399418
599,-3.7296963,-1.9056849,-24.957525,-1.9385914
600,-3.7296963,-1.9056849,-22.625526,-3.5688298
601,-3.7296963,-1.9056849,-3.7353718,-1.7656544
602,-3.7296963,-1.9056849,-5.0501676,-3.3524354
603,-3.7296963,-1.9056849,-3.4370179,-.79144996
604,-3.7296963,-1.9056849,-2.3235009,-.032843675
605,-3.7296963,-1.9056849,-3.5340807,-1.0396242
606,-3.7296963,-1.9056849,-16.603687,-3.9215107
607,-3.7296963,-1.9056849,-1.7369416,.22154965
609,-3.7296963,-1.9056849,-3.1036925,-3.0338261
610,-3.7296963,-1.9056849,-1.366631,-1.0336806
611,-3.7296963,-1.9056849,-4.7527504,.29416987
612,-3.7296963,-1.9056849,-.95714957,-.075853057
613,-3.7296963,-1.9056849,-1.1906557,-.72949797
614,-3.7296963,-1.9056849,.97232246,-.85301858
615,-3.7296963,-1.9056849,.93513346,-.32731134
616,-3.7296963,-1.9056849,-3.4347725,.66816956
617,-3.7296963,-1.9056849,-2.4115546,-.033670269
618,-3.7296963,-1.9056849,.50666904,-.15855144
619,-3.7296963,-1.9056849,.92930144,.35355067
620,-3.7296963,-1.9056849,-5.4251351,-3.4374552
621,-3.7296963,-1.9056849,-8.8611012,-2.6103883
622,-3.7296963,-1.9056849,-1.2018174,-.88978535
623,-3.7296963,-1.9056849,-2.3622987,1.8633696
624,-3.7296963,-1.9056849,-3.3111799,-.034366731
625,-3.7296963,-1.9056849,-1.7642977,-1.2455961
626,-3.7296963,-1.9056849,-2.9296424,-.57674366
627,-3.7296963,-1.9056849,-2.3209994,-.84672111
628,-3.7296963,-1.9056849,-2.6434,.64932531
629,-3.7296963,-1.9056849,-7.5760341,.32997039
630,-3.7296963,-1.9056849,-.69688565,.32465252
631,-3.7296963,-1.9056849,-3.9748616,-2.1641552
632,-3.7296963,-1.9056849,-6.3306837,.28890631
633,-3.7296963,-1.9056849,-2.798373,.33999419
635,-3.7296963,-1.9056849,-5.0305862,-.51812899
636,-3.7296963,-1.9056849,-2.295485,.68796742
638,-3.7296963,-1.9056849,-3.1505406,.10488142
639,-3.7296963,-1.9056849,-2.1080985,1.1200756
641,-3.7296963,-1.9056849,-2.8697495,.45698637
642,-3.7296963,-1.9056849,-6.5588074,-2.0261252
643,-3.7296963,-1.9056849,-7.806591,-1.6678776
644,-3.7296963,-1.9056849,.48510414,-1.4841337
645,-3.7296963,-1.9056849,-4.5032659,-1.1258427
647,-3.7296963,-1.9056849,-3.5188124,-.37347326
648,-3.7296963,-1.9056849,-5.888525,-.64627981
649,-3.7296963,-1.9056849,-4.1052313,-.85808349
650,-3.7296963,-1.9056849,-5.0933919,-.70927465
651,-3.7296963,-1.9056849,-1.2597011,.82888645
652,-3.7296963,-1.9056849,-4.9770522,-.47010773
653,-3.7296963,-1.9056849,-4.9588556,-1.0206045
654,-3.7296963,-1.9056849,-5.0581198,-.60845709
658,-3.7296963,-1.9056849,-3.1239271,.25877595
659,-3.7296963,-1.9056849,-3.6687059,-7.5013552
660,-3.7296963,-1.9056849,-3.9755085,-1.0363915
661,-3.7296963,-1.9056849,-3.9715214,-1.1583221
663,-3.7296963,-1.9056849,-5.8088245,-1.3611516
664,-3.7296963,-1.9056849,-7.5580583,.25503835
665,-3.7296963,-1.9056849,-2.9749205,-.75066942
667,-3.7296963,-1.9056849,-4.2897134,-.33674309
669,-3.7296963,-1.9056849,-6.5462608,-.51832223
670,-3.7296963,-1.9056849,-5.0272808,.73850995
671,-3.7296963,-1.9056849,-4.5204153,-.31802276
672,-3.7296963,-1.9056849,-4.7344909,-.50586545
674,-3.7296963,-1.9056849,-2.7338176,-.045057591
675,-3.7296963,-1.9056849,-2.3161988,-.90150237
676,-3.7296963,-1.9056849,-4.2077284,-2.5939336
679,-3.7296963,-1.9056849,-1.9508342,-.80185658
680,-3.7296963,-1.9056849,-2.1900454,-1.5501662
681,-3.7296963,-1.9056849,-2.1392765,-3.3915064
682,-3.7296963,-1.9056849,-4.7088122,-.43163937
683,-3.7296963,-1.9056849,-2.6116269,-.25011098
684,-3.7296963,-1.9056849,-2.638485,-1.8914983
685,-3.7296963,-1.9056849,-10.757037,-6.1463604
687,-3.7296963,-1.9056849,-3.8994324,-.98041278
688,-3.7296963,-1.9056849,-4.9968085,-1.297861
690,-3.7296963,-1.9056849,-3.8087883,-.32849699
691,-3.7296963,-1.9056849,-1.9588271,.89227128
692,-3.7296963,-1.9056849,-4.2470584,.18182276
694,-3.7296963,-1.9056849,-3.4290228,-.21969123
695,-3.7296963,-1.9056849,-5.3105726,.73763669
696,-3.7296963,-1.9056849,-.60110766,-.047873776
697,-3.7296963,-1.9056849,-4.0605335,.31437561
698,-3.7296963,-1.9056849,-2.918402,-1.7758934
699,-3.7296963,-1.9056849,-4.7223849,-.56599259
700,-3.7296963,-1.9056849,-2.8553536,-.35157961
701,-3.7296963,-1.9056849,-6.2034898,-1.6435
702,-3.7296963,-1.9056849,-2.1110833,.9938367
703,-3.7296963,-1.9056849,-2.4394269,.10162167
704,-3.7296963,-1.9056849,-2.1305037,.61617392
705,-3.7296963,-1.9056849,-4.725378,-1.3642052
706,-3.7296963,-1.9056849,-5.4047675,-1.2508163
707,-3.7296963,-1.9056849,-7.3114514,-.18197154
708,-3.7296963,-1.9056849,-4.311718,-.33939371
709,-3.7296963,-1.9056849,-2.2041712,-.63066441
710,-3.7296963,-1.9056849,-4.3856459,-.49525344
711,-3.7296963,-1.9056849,-2.8323805,-.82864612
712,-3.7296963,-1.9056849,-5.4985094,-.87781811
713,-3.7296963,-1.9056849,-3.1540244,-.35960501
714,-3.7296963,-1.9056849,-2.2777164,1.1299998
715,-3.7296963,-1.9056849,-10.181842,-4.0155163
717,-3.7296963,-1.9056849,-8.3898325,-3.592155
719,-3.7296963,-1.9056849,-3.436343,-1.3328645
720,-3.7296963,-1.9056849,-3.7662468,-1.0851935
721,-3.7296963,-1.9056849,-4.0550513,-.27136704
722,-3.7296963,-1.9056849,-6.8337874,.14215024
724,-3.7296963,-1.9056849,-2.6917739,1.1565925
725,-3.7296963,-1.9056849,-3.8936503,-.73146868
726,-3.7296963,-1.9056849,-3.2755418,-1.8399769
727,-3.7296963,-1.9056849,-3.9978864,-1.1516527
728,-3.7296963,-1.9056849,-3.227865,1.0854163
729,-3.7296963,-1.9056849,-3.4067883,-.73925567
730,-3.7296963,-1.9056849,-6.1370392,.15038055
731,-3.7296963,-1.9056849,-2.6538434,.4429512
732,-3.7296963,-1.9056849,-1.4751396,-.29820243
733,-3.7296963,-1.9056849,-3.8954093,.016795332
734,-3.7296963,-1.9056849,-6.2148614,-.10619501
735,-3.7296963,-1.9056849,-3.8369224,-.81145567
736,-3.7296963,-1.9056849,-.77568638,-1.3401271
737,-3.7296963,-1.9056849,-3.9193926,-.18979181
740,-3.7296963,-1.9056849,-4.714045,.98304945
741,-3.7296963,-1.9056849,-6.1167827,-1.0220035
742,-3.7296963,-1.9056849,-2.5741282,.22841676
744,-3.7296963,-1.9056849,-4.2763133,.99348027
745,-3.7296963,-1.9056849,-3.257901,.5734787
746,-3.7296963,-1.9056849,-5.6235094,.41735512
747,-3.7296963,-1.9056849,-2.370729,-.23025589
748,-3.7296963,-1.9056849,-3.399051,.19897826
749,-3.7296963,-1.9056849,-6.0770593,-1.4207746
750,-3.7296963,-1.9056849,-7.2092881,-3.1664016
751,-3.7296963,-1.9056849,-7.0245676,-.94456106
752,-3.7296963,-1.9056849,-4.1534195,.53335434
753,-3.7296963,-1.9056849,-11.748517,-1.9101044
754,-3.7296963,-1.9056849,-4.3185134,.27397367
755,-3.7296963,-1.9056849,-2.4453156,.67654765
756,-3.7296963,-1.9056849,-.7233364,-.61168921
757,-3.7296963,-1.9056849,-2.3691061,.028009435
758,-3.7296963,-1.9056849,-3.2600887,-1.0750655
759,-3.7296963,-1.9056849,-6.2703357,-1.416382
760,-3.7296963,-1.9056849,-4.4929237,-.35274476
761,-3.7296963,-1.9056849,-2.6194885,-.34796974
762,-3.7296963,-1.9056849,-10.804817,-4.5178719
763,-3.7296963,-1.9056849,-3.4940784,-.32981598
764,-3.7296963,-1.9056849,-20.645037,-4.1393075
765,-3.7296963,-1.9056849,-2.5496504,-1.7092814
766,-3.7296963,-1.9056849,-2.319309,.34483665
767,-3.7296963,-1.9056849,-4.2824421,-2.0460978
768,-3.7296963,-1.9056849,-3.7989287,-.17781764
769,-3.7296963,-1.9056849,-6.0417428,-1.4038347
770,-3.7296963,-1.9056849,-4.8007317,-.34229228
771,-3.7296963,-1.9056849,-5.4143143,.6681897
772,-3.7296963,-1.9056849,-3.8213925,.74214381
773,-3.7296963,-1.9056849,-1.915599,-.24287498
774,-3.7296963,-1.9056849,-7.7334595,-2.2410049
775,-3.7296963,-1.9056849,-4.9031715,-1.7058077
776,-3.7296963,-1.9056849,-5.4336643,-2.938251
777,-3.7296963,-1.9056849,-3.2482586,-1.0016073
778,-3.7296963,-1.9056849,-6.0820398,.3499997
779,-3.7296963,-1.9056849,.24673255,-.85875618
780,-3.7296963,-1.9056849,-1.5058581,-.52095163
781,-3.7296963,-1.9056849,-4.5957928,-1.3514649
782,-3.7296963,-1.9056849,-3.2955601,-.69486266
783,-3.7296963,-1.9056849,-4.3676162,-3.8274195
784,-3.7296963,-1.9056849,-2.5097332,-.090991296
785,-3.7296963,-1.9056849,-4.0574031,-1.4156284
786,-3.7296963,-1.9056849,-2.6087205,-1.0353409
787,-3.7296963,-1.9056849,-2.646663,-1.1022526
788,-3.7296963,-1.9056849,-4.8234119,-.32120478
790,-3.7296963,-1.9056849,-5.7487106,-.55022246
791,-3.7296963,-1.9056849,-5.0069137,-.24698116
793,-3.7296963,-1.9056849,-4.5226121,-.52850586
794,-3.7296963,-1.9056849,-6.3276005,-3.9340971
795,-3.7296963,-1.9056849,-2.18783,-1.5115689
796,-3.7296963,-1.9056849,-3.7057543,.21818817
797,-3.7296963,-1.9056849,-1.3232894,1.4218475
798,-3.7296963,-1.9056849,-3.4756024,-1.4091991
799,-3.7296963,-1.9056849,-6.218369,.18388475
801,-3.7296963,-1.9056849,-5.3581605,-2.8064189
802,-3.7296963,-1.9056849,-4.3659744,-2.3137207
803,-3.7296963,-1.9056849,-1.57796,.24786636
804,-3.7296963,-1.9056849,-2.3142529,1.2806482
806,-3.7296963,-1.9056849,-2.6262789,1.4212383
807,-3.7296963,-1.9056849,-1.0499716,-.58343595
808,-3.7296963,-1.9056849,-7.5261135,.98810661
809,-3.7296963,-1.9056849,-4.0126562,-.33784521
810,-3.7296963,-1.9056849,-1.8855429,.88776171
811,-3.7296963,-1.9056849,-1.7831923,.5610075
812,-3.7296963,-1.9056849,-3.1896996,.25649524
813,-3.7296963,-1.9056849,-3.2430885,.4716959
814,-3.7296963,-1.9056849,-2.327759,-1.1132295
815,-3.7296963,-1.9056849,-2.5128729,-.28380564
816,-3.7296963,-1.9056849,-6.6671381,-2.0495024
817,-3.7296963,-1.9056849,-3.2321241,.92722875
818,-3.7296963,-1.9056849,-3.4149692,-.46908796
819,-3.7296963,-1.9056849,-7.3420973,.14576389
820,-3.7296963,-1.9056849,-2.2552319,-.14082071
821,-3.7296963,-1.9056849,-1.0996543,.91634369
822,-3.7296963,-1.9056849,-5.0003691,-1.167146
823,-3.7296963,-1.9056849,-6.237268,-1.4581785
824,-3.7296963,-1.9056849,-8.225873,-2.7519608
825,-3.7296963,-1.9056849,-2.9153526,-.76975256
826,-3.7296963,-1.9056849,-2.0794132,-.93481284
827,-3.7296963,-1.9056849,-4.4801192,.13570777
828,-3.7296963,-1.9056849,-3.7455816,-.098992884
829,-3.7296963,-1.9056849,-2.5964394,-2.4362967
830,-3.7296963,-1.9056849,-1.7854967,.15464257
831,-3.7296963,-1.9056849,-.96175963,.28327125
832,-3.7296963,-1.9056849,-3.69331,-.63271713
833,-3.7296963,-1.9056849,-3.8590777,.23581898
834,-3.7296963,-1.9056849,-4.4512358,-.68301463
835,-3.7296963,-1.9056849,-6.1851358,-1.1365626
836,-3.7296963,-1.9056849,-2.4065709,-.65684479
837,-3.7296963,-1.9056849,-8.6045971,-1.8483909
838,-3.7296963,-1.9056849,-3.5781307,-3.1416254
839,-3.7296963,-1.9056849,-2.0698709,-.85614252
840,-3.7296963,-1.9056849,-6.2262354,-3.3626714
841,-3.7296963,-1.9056849,-1.4958059,-1.5732291
842,-3.7296963,-1.9056849,-4.4260268,-1.1518452
843,-3.7296963,-1.9056849,-2.1480343,.041200437
844,-3.7296963,-1.9056849,-5.1653414,-.8821131
845,-3.7296963,-1.9056849,-4.4835005,-.97616774
846,-3.7296963,-1.9056849,-7.1331191,-1.4372623
847,-3.7296963,-1.9056849,-5.3379908,.37409148
848,-3.7296963,-1.9056849,-1.2103105,.18142396
849,-3.7296963,-1.9056849,-4.3775449,-.36400753
850,-3.7296963,-1.9056849,-3.610492,-.62417126
851,-3.7296963,-1.9056849,-2.0036352,-.019834815
852,-3.7296963,-1.9056849,-3.0734313,-.072625145
853,-3.7296963,-1.9056849,-.95100582,-.088283248
854,-3.7296963,-1.9056849,-3.076041,-1.5818125
855,-3.7296963,-1.9056849,-3.13151,-3.0262804
857,-3.7296963,-1.9056849,-2.5967441,-.082421757
858,-3.7296963,-1.9056849,.10084914,.43991229
859,-3.7296963,-1.9056849,-3.8692749,-.39053804
860,-3.7296963,-1.9056849,-8.0260553,-3.2910678
861,-3.7296963,-1.9056849,-3.0973129,.30973229
862,-3.7296963,-1.9056849,-1.9994005,-.35632595
863,-3.7296963,-1.9056849,-2.3136191,-.27719331
864,-3.7296963,-1.9056849,-5.4740291,.66096121
865,-3.7296963,-1.9056849,-2.9289472,-1.1010917
866,-3.7296963,-1.9056849,-9.0288639,-1.5090673
867,-3.7296963,-1.9056849,-3.5497224,-.18430947
868,-3.7296963,-1.9056849,-5.9171667,.25011376
869,-3.7296963,-1.9056849,-.91581476,-1.1401299
870,-3.7296963,-1.9056849,-4.5345254,-2.2782123
871,-3.7296963,-1.9056849,-2.8923705,-.24771878
873,-3.7296963,-1.9056849,-5.2470694,-.49957126
874,-3.7296963,-1.9056849,-4.5066586,.30746061
875,-3.7296963,-1.9056849,-.97358453,-.89091688
876,-3.7296963,-1.9056849,.079502448,-1.2607137
877,-3.7296963,-1.9056849,-2.085304,-1.2352586
878,-3.7296963,-1.9056849,-3.4544907,-1.9911261
879,-3.7296963,-1.9056849,-2.2482994,-1.5697414
880,-3.7296963,-1.9056849,-4.3334222,-1.3354648
881,-3.7296963,-1.9056849,-4.73908,-.79377806
882,-3.7296963,-1.9056849,-2.653265,-1.0040742
883,-3.7296963,-1.9056849,-5.2308655,-.30163321
884,-3.7296963,-1.9056849,-1.8140433,.42600471
885,-3.7296963,-1.9056849,.10563993,-.14207302
886,-3.7296963,-1.9056849,-4.7809596,-.20629595
887,-3.7296963,-1.9056849,-1.0058579,-1.452299
888,-3.7296963,-1.9056849,-3.5857887,-1.6891297
889,-3.7296963,-1.9056849,-1.8624183,-1.093262
891,-3.7296963,-1.9056849,1.6516471,-2.6667054
894,-3.7296963,-1.9056849,-3.3758609,-.007195354
895,-3.7296963,-1.9056849,-2.7668464,-.50751066
896,-3.7296963,-1.9056849,-2.6590374,-.23636909
897,-3.7296963,-1.9056849,-1.4828438,.18964076
898,-3.7296963,-1.9056849,-2.9783466,-4.9497361
899,-3.7296963,-1.9056849,-.18764713,-1.4175264
900,-3.7296963,-1.9056849,-4.7312608,-1.2511972
901,-3.7296963,-1.9056849,-2.1045291,-.17479177
903,-3.7296963,-1.9056849,.43233767,-.56051928
904,-3.7296963,-1.9056849,-3.1621816,-1.2808808
905,-3.7296963,-1.9056849,-.24722059,-.35130021
906,-3.7296963,-1.9056849,-4.169445,-1.0606856
907,-3.7296963,-1.9056849,-3.4971936,-.46447182
908,-3.7296963,-1.9056849,-8.2417879,.33621645
909,-3.7296963,-1.9056849,-4.171577,-4.1592817
910,-3.7296963,-1.9056849,-2.4171743,.14616469
911,-3.7296963,-1.9056849,-3.3886127,-1.0161197
912,-3.7296963,-1.9056849,-1.450367,.077038944
913,-3.7296963,-1.9056849,-3.6790183,-.99860692
914,-3.7296963,-1.9056849,-4.9559755,.24198286
915,-3.7296963,-1.9056849,-2.8328846,-1.2945242
916,-3.7296963,-1.9056849,-1.9644763,.049306981
917,-3.7296963,-1.9056849,-3.4735258,-.69278556
918,-3.7296963,-1.9056849,-7.1316032,.17221271
919,-3.7296963,-1.9056849,-3.1710434,-1.9529445
920,-3.7296963,-1.9056849,-.83024693,.58489269
921,-3.7296963,-1.9056849,-3.0348341,-1.2246213
922,-3.7296963,-1.9056849,-1.1901855,-.44500482
923,-3.7296963,-1.9056849,-1.2729641,.93056124
924,-3.7296963,-1.9056849,-2.4649398,-.19325747
925,-3.7296963,-1.9056849,-3.9967053,-.47037131
926,-3.7296963,-1.9056849,-4.7329917,-.43059766
927,-3.7296963,-1.9056849,-5.7059693,1.0091761
928,-3.7296963,-1.9056849,-5.8057909,-.81723541
929,-3.7296963,-1.9056849,-4.5134292,-1.7317659
931,-3.7296963,-1.9056849,-7.6821251,-.24550171
932,-3.7296963,-1.9056849,-4.0960364,-.72943217
936,-3.7296963,-1.9056849,-3.3243005,-.47696528
937,-3.7296963,-1.9056849,-4.3037395,-.8946082
939,-3.7296963,-1.9056849,.26165697,.10928443
941,-3.7296963,-1.9056849,-4.6887093,.48253286
942,-3.7296963,-1.9056849,-3.7710865,.0019290303
943,-3.7296963,-1.9056849,-2.9973242,-.29649952
944,-3.7296963,-1.9056849,-3.4265754,-.45106569
945,-3.7296963,-1.9056849,-1.0575432,.25609949
946,-3.7296963,-1.9056849,-5.0503898,-1.3341836
947,-3.7296963,-1.9056849,-3.5159087,-.12460732
948,-3.7296963,-1.9056849,-4.7885723,.80234194
949,-3.7296963,-1.9056849,-2.6800258,-1.3956554
950,-3.7296963,-1.9056849,-4.2298398,-3.1359777
951,-3.7296963,-1.9056849,-.22130442,-1.003742
952,-3.7296963,-1.9056849,3.9695523,-1.8328166
953,-3.7296963,-1.9056849,-1.7359095,-.73303097
954,-3.7296963,-1.9056849,-5.5232768,-5.4207659
955,-3.7296963,-1.9056849,-2.7409604,1.0035859
957,-3.7296963,-1.9056849,-5.6313977,-.34845716
958,-3.7296963,-1.9056849,-2.1012697,-1.8641382
960,-3.7296963,-1.9056849,-5.2677226,-.06165107
962,-3.7296963,-1.9056849,-1.4193729,1.0043341
963,-3.7296963,-1.9056849,-2.857374,-.2572147
964,-3.7296963,-1.9056849,.15758252,-1.0039532
965,-3.7296963,-1.9056849,-1.3273808,-.94994354
967,-3.7296963,-1.9056849,-6.3761339,-.1588413
969,-3.7296963,-1.9056849,-4.6125102,-.57218748
971,-3.7296963,-1.9056849,-.52521455,-1.4663043
972,-3.7296963,-1.9056849,-5.9868569,.0611079
973,-3.7296963,-1.9056849,-13.19795,-3.2087083
974,-3.7296963,-1.9056849,-4.4140205,-3.9352784
976,-3.7296963,-1.9056849,-1.286236,-.41318595
978,-3.7296963,-1.9056849,-3.1129062,-.46775091
979,-3.7296963,-1.9056849,-1.8433155,.039416965
980,-3.7296963,-1.9056849,-1.9558023,-.85023165
981,-3.7296963,-1.9056849,-6.5771828,-1.0952904
982,-3.7296963,-1.9056849,-5.0160651,.48475486
983,-3.7296963,-1.9056849,-.99299747,-.063413911
984,-3.7296963,-1.9056849,-2.4671681,-1.6019186
985,-3.7296963,-1.9056849,-5.735846,-4.5166364
987,-3.7296963,-1.9056849,-1.7784449,1.03394
988,-3.7296963,-1.9056849,-2.0666525,.36261109
990,-3.7296963,-1.9056849,-3.9910767,-.077503435
991,-3.7296963,-1.9056849,-6.3189292,-.7713353
992,-3.7296963,-1.9056849,-1.2332416,.62457615
994,-3.7296963,-1.9056849,-3.3611557,-1.7804521
995,-3.7296963,-1.9056849,-2.9016097,.81579739
996,-3.7296963,-1.9056849,.78030485,-.22605458
997,-3.7296963,-1.9056849,-4.6704526,.048427679
998,-3.7296963,-1.9056849,-3.6673,-1.0644937
999,-3.7296963,-1.9056849,-3.4778762,-.41667947
1000,-3.7296963,-1.9056849,-3.7905486,-.44803405
1001,-3.7296963,-1.9056849,2.3706,-2.2941663
1002,-3.7296963,-1.9056849,-1.5363506,1.3805425
1003,-3.7296963,-1.9056849,-5.1217656,-1.872559
1005,-3.7296963,-1.9056849,-5.7540746,-2.2928917
1006,-3.7296963,-1.9056849,-5.2631707,-.44187164
1007,-3.7296963,-1.9056849,2.5944681,-2.3176131
1009,-3.7296963,-1.9056849,-3.5647025,.0078957751
1010,-3.7296963,-1.9056849,-5.4419718,-.96315068
1011,-3.7296963,-1.9056849,.62099212,.84483522
1012,-3.7296963,-1.9056849,-4.6104298,.73894066
1013,-3.7296963,-1.9056849,-2.8620882,.23852943
1014,-3.7296963,-1.9056849,-4.0587215,.21441554
1015,-3.7296963,-1.9056849,-4.1798949,-.99684995
1016,-3.7296963,-1.9056849,-5.8464026,-3.182344
1017,-3.7296963,-1.9056849,-3.267524,.23497307
1018,-3.7296963,-1.9056849,-3.7576699,-.1227577
1019,-3.7296963,-1.9056849,-5.8001637,.27852148
1020,-3.7296963,-1.9056849,-3.4989045,-1.6549791
1021,-3.7296963,-1.9056849,-1.6662428,-.086861961
1022,-3.7296963,-1.9056849,-3.8466587,-.37170705
1024,-3.7296963,-1.9056849,-2.4280443,.40583113
1025,-3.7296963,-1.9056849,-2.3405304,.92019588
1026,-3.7296963,-1.9056849,-6.7221508,-.7041772
1027,-3.7296963,-1.9056849,-1.7765876,-.035721887
1028,-3.7296963,-1.9056849,-.27612716,.23314324
1030,-3.7296963,-1.9056849,-2.3157156,.42107013
1032,-3.7296963,-1.9056849,-3.6806052,-.8073591
1033,-3.7296963,-1.9056849,-4.1729827,1.3681953
1034,-3.7296963,-1.9056849,-3.3064563,-.48837668
1035,-3.7296963,-1.9056849,-4.1885991,.84280485
1036,-3.7296963,-1.9056849,-44.20274,1.181424
1038,-3.7296963,-1.9056849,-2.3646233,.83331496
1039,-3.7296963,-1.9056849,-4.3387122,.85491246
1040,-3.7296963,-1.9056849,-2.3431444,-.38383821
1041,-3.7296963,-1.9056849,-3.3876762,-1.6643975
1043,-3.7296963,-1.9056849,-1.9454577,.71258283
1044,-3.7296963,-1.9056849,-.85621655,-.0037571546
1045,-3.7296963,-1.9056849,-2.0059385,1.3077766
1048,-3.7296963,-1.9056849,-6.5303993,-1.8382677
1049,-3.7296963,-1.9056849,-3.6397831,1.4849505
1050,-3.7296963,-1.9056849,-1.2542627,-2.1499271
1051,-3.7296963,-1.9056849,-4.4436002,.58986008
1052,-3.7296963,-1.9056849,-4.3187594,-3.8997242
1053,-3.7296963,-1.9056849,-3.0373006,1.0432009
1054,-3.7296963,-1.9056849,-3.0226777,-4.2268143
1056,-3.7296963,-1.9056849,-3.3351488,.91301626
1057,-3.7296963,-1.9056849,-2.1119976,.78464448
1058,-3.7296963,-1.9056849,-5.2484374,.076307528
1059,-3.7296963,-1.9056849,-2.4297142,1.0255892
1060,-3.7296963,-1.9056849,-.76559514,-.028077943
1062,-3.7296963,-1.9056849,-2.7269788,-.4021093
1063,-3.7296963,-1.9056849,-4.0543518,-.24248606
1065,-3.7296963,-1.9056849,-4.6226401,-1.6487327
1066,-3.7296963,-1.9056849,-8.9969463,.99033731
1067,-3.7296963,-1.9056849,-1.8157635,1.1514941
1069,-3.7296963,-1.9056849,-2.3846231,.31041086
1070,-3.7296963,-1.9056849,-4.8421173,-.098162845
1071,-3.7296963,-1.9056849,-9.1028938,-1.0847934
1073,-3.7296963,-1.9056849,-2.0697858,.49494475
1074,-3.7296963,-1.9056849,-4.6324983,-.084449723
1075,-3.7296963,-1.9056849,-1.9340525,-8.5059891
1076,-3.7296963,-1.9056849,-5.2798514,-1.135941
1077,-3.7296963,-1.9056849,-5.5214281,-1.348302
1079,-3.7296963,-1.9056849,-2.8847258,1.1875663
1081,-3.7296963,-1.9056849,-8.4624243,-2.0635784
1082,-3.7296963,-1.9056849,-2.320766,1.768682
1083,-3.7296963,-1.9056849,-.76953518,-.46329814
1084,-3.7296963,-1.9056849,2.850446,-.18167883
1085,-3.7296963,-1.9056849,-8.1434984,-1.5692087
1086,-3.7296963,-1.9056849,-5.5291686,-.88210219
1087,-3.7296963,-1.9056849,-6.7589846,-1.0229118
1089,-3.7296963,-1.9056849,-7.3958945,-.61044461
1090,-3.7296963,-1.9056849,-4.4866347,-2.0731237
1091,-3.7296963,-1.9056849,-3.9569788,.37901807
1092,-3.7296963,-1.9056849,-12.601867,-2.3246956
1094,-3.7296963,-1.9056849,-2.5372694,.29638916
1095,-3.7296963,-1.9056849,-5.6523819,-2.4318569
1097,-3.7296963,-1.9056849,-1.9601408,.66492796
1098,-3.7296963,-1.9056849,-5.9034491,.72314703
1099,-3.7296963,-1.9056849,-6.2449903,-.93586987
1101,-3.7296963,-1.9056849,-5.1175342,-.99251717
1102,-3.7296963,-1.9056849,-3.6205769,-1.2926861
