destination,DFE_traffic
35,-2.052232180142327
45,-2.438075299401224
56,-1.245092444106499
58,-1.36402738690778
60,-.6951589082881043
63,.0733098306400659
64,-.807630524668097
68,-.3000372581144711
69,1.133819007620038
70,-1.447622883060464
71,1.329597580001823
72,-4.028347669362947
74,-.2703281337151153
75,-2.212955612803781
76,-.4317941719518451
77,.2449479438413296
78,-1.529682772835619
80,.9007489792357869
81,.8634570351140539
82,1.114140068563294
83,-.442789067918456
84,-.9971273733722033
85,-2.140913675600287
86,-2.526243137468462
87,-.9117077016558908
88,-.3965954126417743
89,.6980784107322396
91,-.6513869712730309
92,1.512690554002212
93,-1.237495610585677
94,-.172835235996788
95,-.6690624850263044
96,-.9614275261708523
97,-1.684545744364692
98,.4318072533579672
99,-.5186308406711714
100,1.346715725766332
101,.7659721013605877
102,-1.10446573391516
103,-2.902064217227584
104,.3019835216982655
105,-.9475109889394409
106,-1.134288234274311
107,1.181222247200683
108,1.440990308452617
109,-.8811592240952905
110,.6611959741692784
111,.6033543756170257
112,-.3103181824383784
113,-1.566475591645437
114,1.769272475812078
115,-1.331609016726818
116,1.080378827774992
117,-1.845610100598782
118,-1.273167504631737
119,.8035642871233857
122,-.9643954683940956
123,.6163735950250786
124,.8900222403916054
125,.4003477526283027
126,.9990098691524218
127,.4170655861069238
128,-.9294407105341196
129,-3.063433055416869
130,.2273144016306531
131,1.08663156961648
133,.8678089829941414
134,-2.397347626325434
135,.7716354638474395
136,-2.157616732063385
137,1.251628921557175
138,.0548605747436041
139,.249804069993463
140,-.8169559053701956
141,-.5390339851999301
143,-4.226439206004115
144,-2.266463522428581
145,1.330047405708385
146,-.2082704648969554
147,-1.100438919280389
148,.4771745123784621
149,-1.186700088130991
150,.7963206677005983
151,1.551152677405764
152,-.4996678779010902
153,.7138727129041296
154,.6559104778242745
155,1.105859858812409
156,.9655135217839653
157,-.134957344064408
158,1.333710596044308
159,.5539438053437344
160,-1.789869246654044
161,-.9003722899874458
162,-.4456073595809282
163,1.11283224909939
164,.5014191047461581
165,-.078700796841438
166,.797988674686621
168,.5759267369940542
170,-.7708053264318494
171,1.089516673557604
172,.1809956175083654
173,1.403119085724509
174,-2.691216398937668
175,-.1907423985027016
176,.7785162438197032
177,-3.06275046653578
178,-2.22577278435872
179,.3212877879705632
180,1.479989978381886
181,-.2953920255357688
182,.4381453372118959
183,.2958525657200746
184,-1.306159103417395
185,-.4748767721517783
186,-1.042313890903446
187,.0991157617224777
188,-3.092165357835707
189,.6334397929997841
190,.2153441306715524
191,.4294543272153207
192,.0442017292961938
193,.567584940345483
194,-2.828124621366854
195,.6273364923814185
196,-1.088906167716224
197,.0193723977606855
198,.2606745670558609
199,.6676948224960436
200,-.7462407263941436
201,-.7765212731386725
202,1.524346314386762
203,.7983667546863464
204,.8049391348718911
205,-.6897141757772395
206,-.9771144925946258
207,-.7219765411189507
208,1.114891137905611
209,.122737614832758
210,-4.325880956691709
211,-.9409806270653315
212,-3.283966705594775
213,.8391606205189194
214,-.2794494511434177
215,-.1335752968483359
216,-1.23789904791453
217,.0926410016808638
218,1.042956133790034
219,-.8032486664985087
220,.005159430202189
222,-.8166436421796506
223,.8304993077097937
224,-.0782585731807808
225,.3864143141876683
226,-.0002285879748458
227,1.020176705293164
228,-1.462067137379598
229,-.08608600053
230,-.608520600141738
231,-.5057992407902053
232,.3901468710146588
233,-.2405181144549338
234,-2.272049648872077
235,-.2715540384612125
236,.0932306008591629
237,.1819086644147082
238,-.6167954600739677
239,1.06487809425746
240,-.0095512839944568
241,.3264419768663759
242,-.6317757071601072
243,.6742045080735047
244,-.9543052566981571
245,-.1978540031167182
246,1.302897899649303
247,.2084908421139814
248,1.552447457363386
249,-.8693730114848071
250,-1.630841085816056
251,-1.706280761732709
252,.695627095256672
253,-1.417858392840227
254,1.383642109157749
255,-.6521929119197698
257,-.9922648486537401
258,-.0782565695845278
261,.7022347582214703
262,.7078683581342242
263,-2.592017200197621
264,-5.848646036888208
265,-.4987007666454045
266,-3.21346693046643
267,-.7667729834166858
268,-2.354222429041841
269,-.9304061329169361
270,-2.000085718457612
271,-.0814881905197878
272,-2.476644792793933
273,-.2722446564955686
274,-.1334308895708614
275,-.6219158287412414
276,-3.858714573288345
277,.488257023713549
278,.0918593117757753
279,.0843765591126668
280,-.9657417349382755
281,.8181911920823037
282,-1.06864845224154
283,-.2099952630399586
284,-.3374088689521508
285,.9723343870553141
288,-2.637267535994269
289,.719716432267114
291,.1662816811130579
292,.2513080376414463
293,-1.044748378091235
