destination,DFE_nonparam
35,-2.217368958057844
45,-2.47556948673705
56,-1.052618855006651
58,-1.453331321217384
60,-.4294890510200042
63,.175550604264814
64,-.6844610040705397
68,.0987046509274954
69,.9355458280342689
70,-1.652393778164477
71,1.515421808441199
72,-3.687449255685886
74,.1215158605510892
75,-1.822005263075303
76,.0111186031800459
77,.0575314144286171
78,-1.092069723416975
80,.673920571199025
81,.6801094073431534
82,.9277312700768178
83,-.634989272078558
84,-1.172404096228479
85,-2.334189557890415
86,-2.697011892254142
87,-1.126312856552027
88,-.5676755539776428
89,.5487737900471658
91,-.2388838647767937
92,1.323760083058766
93,-1.450264909624491
94,-.3684223341936073
95,-.1882342948758614
96,-1.180708235381505
97,-1.850962398912031
98,.2546437377082124
99,-.7309681695650876
100,1.174395523759289
101,.5832484636793781
102,-1.301938001681134
103,-2.50280394128586
104,.0831377990858104
105,-1.11906777256579
106,-1.376152432715829
107,.9516258805679759
108,1.215914173677642
109,-1.082425791350629
110,.411416223568033
111,.3790866620399926
112,-.5401441667515952
113,-1.802261241692107
114,1.572443408761616
115,-1.531257513079154
116,.8434525315709611
117,-2.060202269378046
118,-1.521021002811329
119,.570797775680065
122,-1.169513579878449
123,.374776627268999
124,.6919776164425598
125,.1528350777769285
126,.7755950922724048
127,.1163692187807217
128,-.3444737880700994
129,-3.305999542839057
130,-.0033334974405369
131,.8145576852539325
133,.6574863370714001
134,-2.597528713915418
135,.4910160061046169
136,-2.407503606170796
137,1.059169554996762
138,-.1608745574187838
139,.0132655421566761
140,-.994728091606067
141,-.7348255674955524
143,-4.452925286315098
144,-2.516028933528579
145,1.119977213408741
146,-.4143912956668052
147,-1.333599000317717
148,.2462299471956514
149,-1.396259029736952
150,.5429153339713787
151,1.288557173810025
152,-.7440398082669396
153,.5328601775807398
154,.4445752415337054
155,.9398586193730883
156,.7314639332291194
157,-.3321445569922766
158,1.162945949784371
159,.3429635101556608
160,-1.551204286714023
161,-1.163024378986964
162,-.6387739651664009
163,.8862507337989586
164,.2819171793471542
165,.1359602918418405
166,.5600275472046256
168,.4136018992286988
170,-.9956001716953614
171,.9089747519335046
172,.0298081131913533
173,1.120478305010735
174,-2.955126136945498
175,-.3818807836850721
176,.5548972062955614
177,-3.198257840382702
178,-2.355781460372169
179,.1291563082734569
180,1.285825643140393
181,-.4520447961768702
182,.1834000221438486
183,.0552761687193853
184,-1.541797537526798
185,-.7316242610443087
186,-1.263957051135607
187,-.1216618680422096
188,-3.269168129630039
189,.5151688764572756
190,.1049286633506216
191,.3079866103307715
192,-.159333973505029
193,.9112362605764799
194,-3.009494787499633
195,.8594204500143944
196,-1.344675302860346
197,-.1013553597098793
198,.0452161111110984
199,.4110470885504792
200,-.8340074423082789
201,-.8963293383683559
202,1.377075002720616
203,.5260391251045046
204,.5921608881155713
205,-.9678857400938787
206,-1.185305935063346
207,-.8515696100647493
208,1.024309222459698
209,-.0255236279163187
210,-4.412026270489874
211,-1.079143890452406
212,-3.325877344447372
213,.6072927778925888
214,-.3999551741585191
215,-.2620838380797197
216,-1.231789211000622
217,-.0571583933326413
218,.8556934963143774
219,-.8988258590771544
220,-.0902858072039514
222,-.9274418297034601
223,.9732154668063456
224,-.220152997319453
225,.2987940992391593
226,-.0327037280540774
227,.7215050077773406
228,-1.643915280609919
229,-.2203142961490378
230,-.9119014622642014
231,-.4951914904280816
232,.186067635975533
233,-.5384745378117207
234,-2.575953430321668
235,-.3779767729653303
236,-.2214634281541415
237,-.1321859038322184
238,-.7375158462849173
239,.7808609843213923
240,-.0610110126883778
241,.0050308735095159
242,-.6586504874552258
