destination,DFE_close_towers
9,1.275482649744467
15,.5504596272866467
24,-.0552774118147122
29,-1.144755202448356
30,-1.761352641280352
32,-.3843852015235171
33,.0856389095871173
34,.2756177581178532
35,.0760306386918535
36,.1828027716772789
37,-.6556269080338418
38,1.046396230760702
40,-.1379061637724407
41,-.394083176448055
42,.4327010849330126
43,.5607658912949458
44,-.0836212910257856
45,1.126174281931274
46,.1493048733544454
47,1.13378410162753
48,-.1591018549387026
49,-.2289241873262194
50,-3.210869722352105
51,.5028773291762577
52,1.2384120689757
53,1.078925700090291
54,.7192881784562849
55,-.1111294387102666
56,1.570275518669937
57,.6459863528502718
58,-.4694373323299231
59,.1471113578052216
60,.0334147597095766
61,1.10692857299782
62,1.650407478667966
63,.5067746267359837
64,1.225586291311619
65,.0741609125593327
66,.309270427167479
67,1.279627214645661
68,.338713679213307
69,.0062769323457155
70,.0327821983988486
71,-.32865444756716
72,.3352296985243596
73,.4518843169168213
74,-.8439664095773312
75,-.8538359007353196
76,.7152251845518317
77,.356513494469582
78,.0105153328212323
79,-.0359823892690594
80,.5853830639782314
81,-.1272173184092094
82,.3804736915514535
83,.31941102475351
84,-2.381744196960509
85,.3017746225645364
86,1.278893758919668
87,-1.87393974646258
88,.1107416817505569
89,.1237503453930282
90,.3806942876801269
91,.7479719649610491
92,-.9029727559490887
93,.4920487221011077
94,.0012732686992564
95,.5798334709243518
96,.2050930285883227
97,-.5206261278729222
99,.804231331417736
100,.7944970637075369
101,.2443907558246699
102,.0948869577034353
103,.9620757360203607
104,.8181325948253657
105,-.1142246019062693
106,.050603290585169
107,-1.880837898505575
108,1.833070758420986
109,.1500242457603396
110,-1.706100313953081
111,-.2845555304080347
112,-.0375155722258572
113,-.2778249302735546
114,-.1842905990127061
115,.1884604236176778
116,.9231463944622827
117,.6663474213758727
118,-.1205708309754281
119,.1588590186151106
120,.2378800821625121
121,.2570794219702177
122,-.0796725389763761
123,-.0262961905826287
124,.7237728514567187
125,1.079107665290884
126,-.3794366650668287
127,.2196629026046564
128,.0009509161529416
129,.8762543515774907
130,.5903895591890457
131,.7623927662047509
132,.4256137568907236
133,1.033808863498392
134,.0371863051078662
135,-.0442397353925335
136,.2354765142282162
137,.5223935817224513
138,.6284470833628468
139,1.123051079351156
140,.4019329562664313
