destination,DFE_MLE_low,DFE_MLE_high,_beta_slope_low,_beta_slope_high
188,-8.2214718,-2.622236,-3.1965547,-2.1051624
189,2.0668979,.52171731,-3.1965547,-2.1051624
190,1.667281,.05042617,-3.1965547,-2.1051624
191,-.90671176,.9026531,-3.1965547,-2.1051624
192,-2.1131556,.53916794,-3.1965547,-2.1051624
193,1.3109926,1.2378747,-3.1965547,-2.1051624
194,-5.6971526,-2.3565755,-3.1965547,-2.1051624
195,-1.2748983,1.444922,-3.1965547,-2.1051624
196,-9.584486,-.66885424,-3.1965547,-2.1051624
197,-1.7126608,.4874424,-3.1965547,-2.1051624
198,-3.7260597,.71288186,-3.1965547,-2.1051624
199,-4.8822002,1.1265182,-3.1965547,-2.1051624
200,.48591089,-.77419305,-3.1965547,-2.1051624
201,.54951197,-.82259309,-3.1965547,-2.1051624
202,1.3509345,1.9388928,-3.1965547,-2.1051624
203,-5.583622,1.2414922,-3.1965547,-2.1051624
204,-4.3092446,1.2541325,-3.1965547,-2.1051624
205,-9.7005329,-.24156491,-3.1965547,-2.1051624
206,-6.8561425,-.47244328,-3.1965547,-2.1051624
207,-2.0720618,-.24508473,-3.1965547,-2.1051624
208,1.6768963,1.4021075,-3.1965547,-2.1051624
209,-3.5686758,.60455692,-3.1965547,-2.1051624
210,-2.4195571,-5.7996268,-3.1965547,-2.1051624
211,-3.674207,-.45857784,-3.1965547,-2.1051624
212,-9.6036444,-2.7557888,-3.1965547,-2.1051624
213,-4.5538659,1.2691332,-3.1965547,-2.1051624
214,-.39398998,.14740725,-3.1965547,-2.1051624
215,-2.0524826,.33489972,-3.1965547,-2.1051624
216,.39731663,-.95845491,-3.1965547,-2.1051624
217,.25251436,.46686238,-3.1965547,-2.1051624
218,-2.7118583,1.5068933,-3.1965547,-2.1051624
219,-.081137583,-.57462817,-3.1965547,-2.1051624
220,.96347898,.12174638,-3.1965547,-2.1051624
222,.45388156,-.87707818,-3.1965547,-2.1051624
223,2.5331001,1.2074761,-3.1965547,-2.1051624
224,-2.9309857,.44153926,-3.1965547,-2.1051624
225,-2.8799205,.87962693,-3.1965547,-2.1051624
226,.7531721,.27334589,-3.1965547,-2.1051624
227,-6.0342441,1.4327499,-3.1965547,-2.1051624
228,-4.0693569,-.99248803,-3.1965547,-2.1051624
229,-3.1086664,.38871688,-3.1965547,-2.1051624
230,-11.547342,-.19418992,-3.1965547,-2.1051624
231,1.0355836,-.17432489,-3.1965547,-2.1051624
232,-4.2855725,.84668279,-3.1965547,-2.1051624
233,-7.5980301,.17290367,-3.1965547,-2.1051624
234,-10.658322,-1.8602847,-3.1965547,-2.1051624
235,.42125949,-.039174084,-3.1965547,-2.1051624
236,-10.006293,.49722427,-3.1965547,-2.1051624
237,-6.3931112,.59105974,-3.1965547,-2.1051624
238,-3.0742364,-.14163962,-3.1965547,-2.1051624
239,-4.526741,1.4777682,-3.1965547,-2.1051624
240,-2.6531897,.48826665,-3.1965547,-2.1051624
241,-8.1942091,.72948694,-3.1965547,-2.1051624
242,2.0542834,-.68386769,-3.1965547,-2.1051624
243,-.13932468,1.1622393,-3.1965547,-2.1051624
244,-3.0227907,-.37844503,-3.1965547,-2.1051624
245,-4.7424712,.23879296,-3.1965547,-2.1051624
246,-6.3003654,1.9563468,-3.1965547,-2.1051624
247,-6.2319598,.72730047,-3.1965547,-2.1051624
248,-4.5860553,1.9733626,-3.1965547,-2.1051624
249,-3.4353886,-.34208286,-3.1965547,-2.1051624
250,-1.4098133,-1.2716837,-3.1965547,-2.1051624
251,-7.727458,-1.1276098,-3.1965547,-2.1051624
252,-2.5730233,1.1825277,-3.1965547,-2.1051624
253,-10.753536,-1.0086576,-3.1965547,-2.1051624
254,-5.1647692,1.7923962,-3.1965547,-2.1051624
255,1.3159631,-.36786136,-3.1965547,-2.1051624
257,-8.5157394,-.5536992,-3.1965547,-2.1051624
258,.39008912,.23058967,-3.1965547,-2.1051624
261,-3.8696702,1.1629578,-3.1965547,-2.1051624
262,-4.3075242,1.1361231,-3.1965547,-2.1051624
263,.026428299,-2.652633,-3.1965547,-2.1051624
264,-5.5586834,-5.5348749,-3.1965547,-2.1051624
265,2.2679369,-.90445495,-3.1965547,-2.1051624
266,-.64207232,-3.1263041,-3.1965547,-2.1051624
267,1.7377325,-.62695885,-3.1965547,-2.1051624
268,-6.457581,-1.7797986,-3.1965547,-2.1051624
269,-1.3954575,-.43320641,-3.1965547,-2.1051624
270,-1.4823841,-1.6987427,-3.1965547,-2.1051624
271,-5.2910533,.36042026,-3.1965547,-2.1051624
272,-5.8143125,-2.0822093,-3.1965547,-2.1051624
273,-1.0012649,.24286401,-3.1965547,-2.1051624
274,-4.7324142,.50081414,-3.1965547,-2.1051624
275,-8.7547798,.070739061,-3.1965547,-2.1051624
276,-15.916981,-3.4629052,-3.1965547,-2.1051624
277,-8.2228994,.88463426,-3.1965547,-2.1051624
278,-3.3187814,.5545001,-3.1965547,-2.1051624
279,-6.8944893,.4832975,-3.1965547,-2.1051624
280,-1.3842725,-.48182365,-3.1965547,-2.1051624
281,-5.990159,1.2140827,-3.1965547,-2.1051624
282,-9.9153891,-.67541778,-3.1965547,-2.1051624
283,-7.843215,.46720839,-3.1965547,-2.1051624
284,-2.0914028,.1987827,-3.1965547,-2.1051624
285,-5.1268067,1.483668,-3.1965547,-2.1051624
288,-4.9425669,-2.2610872,-3.1965547,-2.1051624
289,2.9575171,.98973948,-3.1965547,-2.1051624
291,-.78402156,.90011066,-3.1965547,-2.1051624
292,-7.9613953,.80943197,-3.1965547,-2.1051624
293,-1.6380501,-.52288312,-3.1965547,-2.1051624
294,-3.2129655,1.3099779,-3.1965547,-2.1051624
295,-.59192789,-.73736751,-3.1965547,-2.1051624
296,-1.0010276,-.92333436,-3.1965547,-2.1051624
297,-12.644751,-.32050723,-3.1965547,-2.1051624
298,-.097360253,.12955058,-3.1965547,-2.1051624
299,2.4773993,-.19979653,-3.1965547,-2.1051624
300,-9.250226,-3.8090672,-3.1965547,-2.1051624
301,-5.1543641,1.027065,-3.1965547,-2.1051624
303,-3.0113304,-2.0221293,-3.1965547,-2.1051624
305,2.3279893,-.17650108,-3.1965547,-2.1051624
306,-3.3966403,-1.7757884,-3.1965547,-2.1051624
307,2.7399414,-2.2765884,-3.1965547,-2.1051624
308,-8.6219788,-1.2866915,-3.1965547,-2.1051624
309,-4.9232802,-.33100873,-3.1965547,-2.1051624
310,1.730287,-.77923673,-3.1965547,-2.1051624
311,-21.436226,-2.3283408,-3.1965547,-2.1051624
312,-.097749665,.46262905,-3.1965547,-2.1051624
313,-5.7769942,-1.5936074,-3.1965547,-2.1051624
314,1.9498073,.32049078,-3.1965547,-2.1051624
315,-1.8729837,.56704378,-3.1965547,-2.1051624
316,-9.3367739,.44574133,-3.1965547,-2.1051624
317,-6.1459298,1.0905832,-3.1965547,-2.1051624
318,2.6675882,-.98742682,-3.1965547,-2.1051624
319,-3.7019958,-.91410035,-3.1965547,-2.1051624
320,2.5538635,1.0186273,-3.1965547,-2.1051624
321,-3.8978622,.7503103,-3.1965547,-2.1051624
322,.48275873,.10996353,-3.1965547,-2.1051624
323,-.08387579,-.98411864,-3.1965547,-2.1051624
324,-7.4136658,-2.1883442,-3.1965547,-2.1051624
325,-3.7217758,-.14241806,-3.1965547,-2.1051624
326,-.46738622,-1.13893,-3.1965547,-2.1051624
327,.13757545,-.022206588,-3.1965547,-2.1051624
328,-9.3471289,-.17535666,-3.1965547,-2.1051624
329,.046944786,-4.4644322,-3.1965547,-2.1051624
330,-3.7250078,.7245968,-3.1965547,-2.1051624
331,-2.2311504,.61038613,-3.1965547,-2.1051624
332,-10.576545,-3.3166668,-3.1965547,-2.1051624
333,-.86110955,-.21370506,-3.1965547,-2.1051624
334,-4.9557095,2.1849713,-3.1965547,-2.1051624
335,-4.3682222,.14815073,-3.1965547,-2.1051624
336,-2.6501703,.31250194,-3.1965547,-2.1051624
337,-.53721547,-1.7858455,-3.1965547,-2.1051624
338,1.3967314,.12305865,-3.1965547,-2.1051624
339,-3.1594939,.078303017,-3.1965547,-2.1051624
340,-10.321625,-2.7829683,-3.1965547,-2.1051624
341,-1.4374874,.98380584,-3.1965547,-2.1051624
342,-4.3805661,1.3765867,-3.1965547,-2.1051624
343,-5.100019,-.73438042,-3.1965547,-2.1051624
344,-1.174709,-.80287737,-3.1965547,-2.1051624
345,2.144531,-.23033379,-3.1965547,-2.1051624
346,-1.5796881,-1.0905526,-3.1965547,-2.1051624
347,2.8625104,-1.1727653,-3.1965547,-2.1051624
348,-.52402157,-.0085872766,-3.1965547,-2.1051624
349,-3.4690113,-.51054519,-3.1965547,-2.1051624
350,-2.6405544,1.602093,-3.1965547,-2.1051624
351,-6.3443108,.13311377,-3.1965547,-2.1051624
353,-2.9000585,.17827877,-3.1965547,-2.1051624
354,-7.4905887,-2.4676185,-3.1965547,-2.1051624
355,.86694115,-.77280211,-3.1965547,-2.1051624
357,-2.4382284,-1.4725938,-3.1965547,-2.1051624
358,-5.0765953,-.17795174,-3.1965547,-2.1051624
359,-5.2519565,.74737316,-3.1965547,-2.1051624
360,3.0436687,.23335053,-3.1965547,-2.1051624
361,-8.898304,-1.3624126,-3.1965547,-2.1051624
362,-3.95717,-.3120454,-3.1965547,-2.1051624
363,4.0145454,-.56524199,-3.1965547,-2.1051624
364,-.8148306,-1.0068766,-3.1965547,-2.1051624
365,-4.3512053,-.55102748,-3.1965547,-2.1051624
366,-9.2887669,-.29606831,-3.1965547,-2.1051624
367,-3.6535418,-1.872297,-3.1965547,-2.1051624
368,-1.1730582,1.0827292,-3.1965547,-2.1051624
369,-6.045692,1.1505853,-3.1965547,-2.1051624
370,-18.953518,-4.5675921,-3.1965547,-2.1051624
371,-4.7868762,.93521696,-3.1965547,-2.1051624
372,-4.0792532,-.70792192,-3.1965547,-2.1051624
373,-11.978666,-1.3196299,-3.1965547,-2.1051624
374,3.9201424,.88816977,-3.1965547,-2.1051624
375,1.5486261,-2.7515974,-3.1965547,-2.1051624
376,1.5900669,-.5903278,-3.1965547,-2.1051624
377,-4.5230021,-1.4816432,-3.1965547,-2.1051624
378,3.5456872,-.30641255,-3.1965547,-2.1051624
379,-6.404304,.62651145,-3.1965547,-2.1051624
380,1.7225341,-.47539926,-3.1965547,-2.1051624
381,-5.9549303,-.40084672,-3.1965547,-2.1051624
382,-7.1481895,-2.3066769,-3.1965547,-2.1051624
383,-4.838273,-.78679585,-3.1965547,-2.1051624
384,-.047146644,.23488875,-3.1965547,-2.1051624
385,-4.4530835,-.11383807,-3.1965547,-2.1051624
386,-.48535132,.98277825,-3.1965547,-2.1051624
387,2.2016294,-.32941845,-3.1965547,-2.1051624
388,-3.195751,-2.767426,-3.1965547,-2.1051624
389,-8.0026636,.6463781,-3.1965547,-2.1051624
390,-.6043694,-1.3263661,-3.1965547,-2.1051624
391,-7.6028495,.85470515,-3.1965547,-2.1051624
392,-1.3147622,.31286263,-3.1965547,-2.1051624
393,4.226099,-.11387288,-3.1965547,-2.1051624
394,-8.5409451,.0028980391,-3.1965547,-2.1051624
395,-5.0869422,.70282209,-3.1965547,-2.1051624
396,-.25497577,1.1919054,-3.1965547,-2.1051624
397,-3.5564585,1.3901176,-3.1965547,-2.1051624
398,-4.7007251,.82682246,-3.1965547,-2.1051624
399,-2.0560317,-.45711726,-3.1965547,-2.1051624
401,-4.7210612,-.24310476,-3.1965547,-2.1051624
403,2.4962928,-.20231965,-3.1965547,-2.1051624
404,.57854748,1.3117439,-3.1965547,-2.1051624
405,3.2372832,-1.3057402,-3.1965547,-2.1051624
406,4.4389019,.51519233,-3.1965547,-2.1051624
407,-4.2811155,-.64430368,-3.1965547,-2.1051624
408,-2.3870995,-1.7306148,-3.1965547,-2.1051624
409,-2.5154622,-1.0664625,-3.1965547,-2.1051624
410,-1.7823423,-1.2215823,-3.1965547,-2.1051624
411,-3.0315857,-1.5086132,-3.1965547,-2.1051624
412,-4.069788,.94439954,-3.1965547,-2.1051624
413,-.83109903,-1.3967181,-3.1965547,-2.1051624
414,-5.3880734,.36547154,-3.1965547,-2.1051624
417,-.51507527,.94100499,-3.1965547,-2.1051624
418,-.63194162,.10678859,-3.1965547,-2.1051624
419,-12.219575,-.035125397,-3.1965547,-2.1051624
420,-22.898453,-2.9758971,-3.1965547,-2.1051624
421,-44.013969,-6.1964946,-3.1965547,-2.1051624
422,-.48871025,-1.5408359,-3.1965547,-2.1051624
424,-2.2577507,.29357451,-3.1965547,-2.1051624
426,-6.5161953,.87143672,-3.1965547,-2.1051624
427,-4.4541984,1.55979,-3.1965547,-2.1051624
429,-6.2199383,.30900443,-3.1965547,-2.1051624
430,-7.6381826,-3.1682227,-3.1965547,-2.1051624
431,-3.6662037,.097459882,-3.1965547,-2.1051624
432,-5.2437177,-.62514788,-3.1965547,-2.1051624
433,.86335111,.11485125,-3.1965547,-2.1051624
434,-6.0606985,.75500751,-3.1965547,-2.1051624
435,-1.7697042,-.36758691,-3.1965547,-2.1051624
436,3.5781155,-.30202332,-3.1965547,-2.1051624
437,-3.6698546,-.12800297,-3.1965547,-2.1051624
438,3.7172506,-1.1436431,-3.1965547,-2.1051624
439,-3.4787412,-.9244175,-3.1965547,-2.1051624
440,-8.7882671,-2.3902934,-3.1965547,-2.1051624
442,-1.0460042,-1.2575189,-3.1965547,-2.1051624
443,1.3181974,-1.6117412,-3.1965547,-2.1051624
444,3.7006328,-2.2949986,-3.1965547,-2.1051624
445,2.85729,-2.4265287,-3.1965547,-2.1051624
446,-4.6198735,-2.0649419,-3.1965547,-2.1051624
447,-5.9805331,-1.9618664,-3.1965547,-2.1051624
448,-.28106451,-.13480924,-3.1965547,-2.1051624
449,3.1203699,-1.683875,-3.1965547,-2.1051624
450,-1.1335114,-.22043845,-3.1965547,-2.1051624
451,-5.7686882,-1.5012654,-3.1965547,-2.1051624
452,-.92464203,.090917416,-3.1965547,-2.1051624
453,-.45892638,-.19785227,-3.1965547,-2.1051624
454,-1.1659833,-1.8540294,-3.1965547,-2.1051624
455,1.5417883,.31608525,-3.1965547,-2.1051624
456,-5.4983001,1.327981,-3.1965547,-2.1051624
457,-9.1279049,-1.543117,-3.1965547,-2.1051624
458,-5.8033509,.2311575,-3.1965547,-2.1051624
459,-1.581318,.39687672,-3.1965547,-2.1051624
460,-2.2345798,-.73496217,-3.1965547,-2.1051624
461,.82853895,-2.1316576,-3.1965547,-2.1051624
463,-2.0016446,.43995619,-3.1965547,-2.1051624
464,-.50843912,-.79999352,-3.1965547,-2.1051624
466,-.8379432,-.50765419,-3.1965547,-2.1051624
467,2.6132178,-.99247938,-3.1965547,-2.1051624
468,-6.4317131,.91575158,-3.1965547,-2.1051624
469,-10.681587,-2.6398935,-3.1965547,-2.1051624
470,2.0797317,-.7400735,-3.1965547,-2.1051624
471,-1.0804161,-.69087172,-3.1965547,-2.1051624
472,-6.2354565,-.89235729,-3.1965547,-2.1051624
473,.68437517,.1164913,-3.1965547,-2.1051624
474,-12.721985,-1.4753501,-3.1965547,-2.1051624
475,-4.1951604,-.16122249,-3.1965547,-2.1051624
476,-5.8522234,-1.4062179,-3.1965547,-2.1051624
478,-1.6402735,-.5390324,-3.1965547,-2.1051624
479,-5.2561073,-.97535962,-3.1965547,-2.1051624
480,4.1113582,-.77749634,-3.1965547,-2.1051624
481,-5.7495027,-.95570248,-3.1965547,-2.1051624
482,-.38413459,-.67025411,-3.1965547,-2.1051624
483,-1.3226956,-.2012762,-3.1965547,-2.1051624
484,1.3796558,-1.5196546,-3.1965547,-2.1051624
485,-4.9709439,-1.5700613,-3.1965547,-2.1051624
486,-6.3618569,.38648942,-3.1965547,-2.1051624
487,5.3435545,.20158648,-3.1965547,-2.1051624
488,-7.6165276,.18623126,-3.1965547,-2.1051624
489,-5.500051,.40203819,-3.1965547,-2.1051624
490,-.21210054,.015597631,-3.1965547,-2.1051624
491,-3.0944133,-3.3756452,-3.1965547,-2.1051624
492,-.16109924,1.1712252,-3.1965547,-2.1051624
493,-6.6638746,-1.0183221,-3.1965547,-2.1051624
494,-5.7912064,-1.0346922,-3.1965547,-2.1051624
495,-1.0940877,.049480651,-3.1965547,-2.1051624
496,-1.4198332,-1.3769757,-3.1965547,-2.1051624
497,-1.3617504,-.93471408,-3.1965547,-2.1051624
498,1.8428881,1.1242238,-3.1965547,-2.1051624
499,-3.1133449,-1.6165247,-3.1965547,-2.1051624
500,2.1469216,.53440011,-3.1965547,-2.1051624
501,-1.2131184,.17018782,-3.1965547,-2.1051624
502,-1.6190642,-1.5646539,-3.1965547,-2.1051624
503,-.53261638,-1.0996778,-3.1965547,-2.1051624
504,-6.7161918,-.11388157,-3.1965547,-2.1051624
505,-2.7612445,-2.7906909,-3.1965547,-2.1051624
506,1.0179131,-.81434882,-3.1965547,-2.1051624
507,-.60456157,-.14550646,-3.1965547,-2.1051624
508,-4.4460716,-.58722562,-3.1965547,-2.1051624
509,.9488911,-2.0283597,-3.1965547,-2.1051624
510,-2.4032507,.3210752,-3.1965547,-2.1051624
511,-5.9587793,.99906027,-3.1965547,-2.1051624
512,-1.3390241,-.43829912,-3.1965547,-2.1051624
513,2.7367253,.93034637,-3.1965547,-2.1051624
514,-5.3323326,-1.4683726,-3.1965547,-2.1051624
515,-1.1545599,-.19827443,-3.1965547,-2.1051624
516,-1.3701004,.017422564,-3.1965547,-2.1051624
517,-3.2948191,1.279996,-3.1965547,-2.1051624
518,-10.509077,-1.9479986,-3.1965547,-2.1051624
519,-3.7109632,-1.6471457,-3.1965547,-2.1051624
520,-2.1339781,-.58522296,-3.1965547,-2.1051624
521,-10.588532,-1.4204681,-3.1965547,-2.1051624
522,-2.5291853,.88097411,-3.1965547,-2.1051624
523,2.3225684,-2.1827538,-3.1965547,-2.1051624
525,-7.2767816,-1.9502157,-3.1965547,-2.1051624
526,2.833215,-2.276526,-3.1965547,-2.1051624
528,-3.2551491,-1.8114893,-3.1965547,-2.1051624
529,-.95308822,1.5302354,-3.1965547,-2.1051624
530,-9.0442896,-.94763303,-3.1965547,-2.1051624
531,.7944833,-.41136074,-3.1965547,-2.1051624
532,.33347008,.27803361,-3.1965547,-2.1051624
533,-8.935338,-.59378392,-3.1965547,-2.1051624
534,-3.5793536,-1.6049148,-3.1965547,-2.1051624
535,-2.8305552,1.5423551,-3.1965547,-2.1051624
536,1.2412603,-.49564716,-3.1965547,-2.1051624
537,-4.5831909,.71662521,-3.1965547,-2.1051624
538,-5.4867482,.51405156,-3.1965547,-2.1051624
539,-8.4174814,.017042182,-3.1965547,-2.1051624
540,-.23982827,.20769918,-3.1965547,-2.1051624
541,1.1168725,.27796575,-3.1965547,-2.1051624
542,2.7582915,-1.4794496,-3.1965547,-2.1051624
543,-.79541069,.024729017,-3.1965547,-2.1051624
544,-12.165745,-1.5219362,-3.1965547,-2.1051624
545,-8.8042068,-2.7405579,-3.1965547,-2.1051624
546,-5.6359696,-1.5099601,-3.1965547,-2.1051624
547,-8.9096966,-.63852936,-3.1965547,-2.1051624
548,1.1192644,.26989126,-3.1965547,-2.1051624
550,-1.7834554,-7.9987588,-3.1965547,-2.1051624
551,-1.2118824,.023426773,-3.1965547,-2.1051624
552,-.52047932,-.69883204,-3.1965547,-2.1051624
553,1.5305766,-2.4388049,-3.1965547,-2.1051624
554,-2.6130066,-1.8077215,-3.1965547,-2.1051624
555,3.4578788,-1.1151119,-3.1965547,-2.1051624
556,-8.0162401,-2.1866169,-3.1965547,-2.1051624
557,-.52846539,-1.1447351,-3.1965547,-2.1051624
558,2.8292463,.60559851,-3.1965547,-2.1051624
560,3.778657,-.2641187,-3.1965547,-2.1051624
561,.68384731,-1.0576134,-3.1965547,-2.1051624
562,.690561,-.43752524,-3.1965547,-2.1051624
563,1.1761844,.2328122,-3.1965547,-2.1051624
564,-4.4686294,-1.6887743,-3.1965547,-2.1051624
565,3.8486166,-.37337363,-3.1965547,-2.1051624
566,-6.7487679,-1.3065583,-3.1965547,-2.1051624
567,.58599627,.63340008,-3.1965547,-2.1051624
568,.40337187,.5094738,-3.1965547,-2.1051624
569,2.4699252,.23710081,-3.1965547,-2.1051624
570,-1.987094,-.066967621,-3.1965547,-2.1051624
571,-5.5032849,-2.185832,-3.1965547,-2.1051624
572,-15.251406,.27642122,-3.1965547,-2.1051624
574,-2.745002,1.0564095,-3.1965547,-2.1051624
575,-1.5654967,.89562929,-3.1965547,-2.1051624
576,-15.887261,-1.5370154,-3.1965547,-2.1051624
577,1.2138299,.10230356,-3.1965547,-2.1051624
578,.31399006,-.11750036,-3.1965547,-2.1051624
579,-8.6881027,.72914135,-3.1965547,-2.1051624
580,5.2122469,-.082613297,-3.1965547,-2.1051624
581,1.1565286,-.089498997,-3.1965547,-2.1051624
582,2.6182833,.026242662,-3.1965547,-2.1051624
583,3.3941967,-1.2073742,-3.1965547,-2.1051624
584,2.1092353,-1.431686,-3.1965547,-2.1051624
