destination,DFE_plus1
35,-.0877444420829515
45,-.078217512506321
56,-.0060219472096578
58,-.0624901406857297
60,.0258096154478027
63,.0755246160145883
64,.0152355909403778
68,.1189511647872306
69,.2771770848273831
70,-.2521905076735531
71,.3767496279562203
72,-.0403476233355439
74,.1386364335397938
75,-.0153239000388657
76,.1099037805129826
77,.0275318208323528
78,.0209924562283082
80,.2468600932379002
81,.2509129954712848
82,.3932653903505521
83,-.1211759804444106
84,-.2202484333497958
85,-.288754504582218
86,-.3050833747375963
87,-.1905069383270789
88,-.1197260253767154
89,.182229754263226
91,.0689546451841384
92,.5872736918272806
93,-.2247916847485137
94,-.0774902612513139
95,.0843300387406057
96,-.2174946340266004
97,-.264122244147067
98,.1034233628940677
99,-.1541414909666867
100,.5334153465005526
101,.2315508791301421
102,-.0791947973795489
103,-.080925391891605
104,.0037376588181699
105,-.1899864117968902
106,-.231820913162348
107,.4172679872568815
108,.539733098126927
109,-.2131234487280775
110,.161145448994714
111,.111750953518898
112,-.1066867187269648
113,-.2616425456523572
114,.6732157772705186
115,-.2476846802506962
116,.3021096024000539
117,-.2841083246834472
118,-.2387073694006811
119,.158598058566799
122,-.2046317793544316
123,.1487414395322972
124,.240858750511481
125,.0339609518142856
126,.3253204946868329
127,.0691448233347584
128,.0428713096204509
129,-.3198474851105088
130,.0138935410683154
131,.3410048356238512
133,.2663817264290413
134,-.3033193367120484
135,.2156428624494151
136,-.2968941741768386
137,.4343964210291128
138,-.0213554598989373
139,.044349099246753
140,-.1898066338003406
141,-.1527576425757422
143,-.3305630733081148
144,-.304662707973821
145,.3115323864320147
146,-.0965391492618063
147,-.2207715427137837
148,.0559023874889828
149,-.2336404795623388
150,.2283583979272421
151,.6047558269801763
152,-.1684304820930623
153,.1392616495534452
154,.0424010944378212
155,.2428190220279758
156,.307157862659787
157,-.0694741559672371
158,.2356898988718205
159,.1250275876378812
160,-.0444016794311107
161,-.1985427226785742
162,-.143299133416159
163,.3826674505578812
164,.1141478890049809
165,.1200268220622557
166,.2084723066549785
168,.0494834553749259
170,-.1840530924492066
171,.3231264130436287
172,-.0109281033759291
173,.5040876766072901
174,-.3072735355722692
175,-.0480733153828943
176,.2024327623759035
177,-.3012575709079732
178,-.2674700446654915
179,.039950256547846
180,.6251894822879296
181,-.1180260624664499
182,.0887973695462154
183,.0333819883544119
184,-.2530685830183936
185,-.1406006173943341
186,-.222006811684401
187,-.0179467058703003
188,-.304589909405103
189,.101117950128576
190,-.0335549121969319
191,.1765993681656627
192,-.0027033137382107
193,.2451118443515404
194,-.292766153975078
195,.2734376171691648
196,-.2299071581746539
197,.0129152490643952
198,.0745259504661636
199,.16583751942845
200,-.1736128323023673
201,-.1801404640577976
202,.617869823288041
203,.2126116388409856
204,.2586724345930371
205,-.1751341589558689
206,-.2015832473290502
207,-.115171532161314
208,.3322852676552128
209,.054584580421399
210,-.3237796520987786
211,-.1753422280963771
212,-.2747589496477243
213,.2684183373596329
214,-.0304943131937112
215,-.0026756709661136
216,-.1637361608299099
217,.0017386562947011
218,.4059515577558076
219,-.1579683277619397
220,-.0344336463317937
222,-.166042998759658
223,.2201677311645623
224,-.0278468072614381
225,.174596469104928
226,-.0088112482362963
227,.310038589583355
228,-.2323170475706863
229,.0024447427961784
230,-.1785217720903986
231,-.0521868194810009
232,.1214004185889084
233,-.1022935212965019
234,-.3191278635037678
235,-.0690687891629533
236,-.0243388243556529
237,.0043212799567338
238,-.1034284795544717
239,.3590951110524925
240,.0556977825478109
241,.0377787906297288
242,-.0428341580352767
243,.2925713756530537
244,-.1660831674618753
245,-.0630160292105725
246,.6308134789399161
247,.080256584285192
248,.6045821087362431
249,-.1755923417697242
250,-.2566153666695411
251,-.2656328990672426
