destination,DFE_nonparam
9,1.936775238399251
15,1.733226819271778
24,1.274853229919463
29,.7794100922542746
30,.1591280162116732
32,.2473177478368291
33,.7995092175707724
34,1.277681395320833
35,.6545181813111755
36,1.120727237368362
37,-.4839736397641702
38,1.251014964963388
40,.010186054643143
41,-.0051230063331762
42,1.16889893207775
43,.5159522712662129
44,.7207821745863855
45,1.258577817606402
46,-.4930888465340536
47,2.548717425487402
48,.1468235047116987
49,1.226454731107631
50,-2.764472381444283
51,.788083767432617
52,1.38135357191722
53,2.308624983170507
54,.7693684833878477
55,.1749394141797269
56,2.412289316148434
57,.5435468051198403
58,-.7326905033185555
59,.5217239337620481
60,.8337773437165051
61,.843704269309194
62,1.189179707397418
63,1.480742398936274
64,.7758670714628031
65,-.1878585509817756
66,.427758889875729
67,1.687319331559428
68,.7024558878261442
69,-.108660244936119
70,.357940357563435
71,-.4514871248665417
72,.4502722221278512
73,.6265534036982299
74,-.2645193473624795
75,-.2307998241890536
76,1.000475633726174
77,1.410493246271963
78,.6281923057619833
79,.2731263808623399
80,.7996067841576198
81,-.1998189208546754
82,.7902692010415184
83,.5684120315931008
84,-2.470370359213838
85,.73290034013604
86,1.844843486311089
87,-1.911675373497099
88,.3776389841754147
89,1.099620949519814
90,.4494474909810344
91,.8316375074357314
92,-1.028684870661191
93,1.323220921375392
94,-.0073899533978635
95,.7664615144867095
96,.3837776704870883
97,-.5868215079834196
99,.8345366403378757
100,1.422805519829688
101,.0908196634835787
102,-.0097817615636027
103,1.071083474889161
104,1.51363168954446
105,-.2157299763550802
106,1.368913920473624
107,-1.004746529847155
108,1.933822662981602
109,.1454733847184197
110,-1.112964756978307
111,.2940085737396159
112,.8059047859579029
113,-.2868359514486106
114,-.4046894986440745
115,.3300204985236489
116,.9788369946394923
117,1.156738865022197
118,-.212625340667477
119,.0106648734474305
120,.5938528235460728
121,-.1742299374188955
122,-.3087643289953192
123,-.5506558233911071
124,.7276328137436693
125,1.170385893475713
126,.7494369837415453
127,.1065586498414595
128,-.5110181295064751
129,.9509417803320442
130,.6432903605463006
131,2.155527920242988
132,1.512121086240238
133,1.088286723694171
134,.1733272008763335
135,-.5558238930492403
136,.1344044485039344
137,1.187496656108835
138,.4265742821920351
139,2.037499843825742
140,.0447825815739694
141,.7373833441707195
142,1.304165059258397
143,-.7835363820852406
144,-.3800054441820078
145,.3259127029496003
146,-1.200014515966172
147,.2560275469121204
148,-.6420466728342211
149,-.0246160492821189
150,-.6473608904020977
151,-.6636867979122827
152,-.8179452329438612
153,.7397030306271225
154,-.3218149591399694
155,-.2533722312266538
156,-1.251861875585188
157,-.6205261228067636
158,-.0460483449418554
159,.0434362158271795
160,-.5482303088681276
161,-.2732020077537469
162,-1.138211497347514
163,-.4768381904494912
164,-1.344177279169728
165,-.9063169976002466
166,-.1191404719464724
167,.9907068232532403
168,-.8138783329921866
169,-.1243720720413722
170,-.6990036436840436
171,-1.181917396676335
172,-1.194979787138826
173,-.6022509003398016
174,-.4905559369538803
175,.8282538066868153
176,-.3133597832457706
177,-1.707682327426623
178,-.2995075920650205
179,-.6467227225003318
180,.7837642523201024
181,-.6352278880881695
182,-1.072705818167111
183,-1.614757240471003
184,-1.565737495892445
185,-1.465380287364331
186,.1552103485851932
187,-1.448167541320527
188,-1.671077730877496
189,-.2853075650073477
190,.7852539873718426
191,-.6288068391295935
192,.4480825661145105
193,-.9463281489215705
194,-.4195004169428632
195,2.077052307656242
196,.9680674117534122
197,-.4206255390353609
198,-1.320984991125846
199,-.7842215458176993
200,-.8927561787416179
201,.3066300297757735
202,-.2881481608955951
203,1.114770017562434
204,-1.11779280540671
205,-1.868753347213721
206,-1.140271619371866
207,-.8868298903341831
208,-1.254904125815048
209,-.4103601658438812
210,.1626335995651668
211,-1.597847302410091
212,-.3799666735796747
213,-.2465384926643068
214,-1.700844121379266
215,-.7327998051811432
216,-1.623245108846761
217,-.3042544028541943
218,.1283562196485744
219,1.396785929077299
220,-1.637268896747655
221,-.8964400437454928
222,.7384061216191914
223,-.5086111523199568
224,.5221274593032481
225,-1.115896959321967
226,-.7722202781273556
227,-.7841149707932931
228,.8195553525667114
229,.4408181262276765
230,-1.297626210249989
231,-1.285410365169961
232,-.0512852510093191
233,2.185553211783368
234,-1.329571573914811
235,.1772652278850375
236,-.1088223947511983
237,1.303841779623419
238,-.6266679871971906
239,-1.054447270824134
240,1.010830427084746
241,-.6122454379402417
242,-1.183668204404255
243,-.9341940627100933
244,-.023121800699215
245,-.0413684217595631
246,-.6211844977044645
247,-1.146820253312189
248,-.2552952166414286
249,-1.242767780843012
250,-.8902008253685488
251,-1.17108584209942
252,-.6796980334499897
253,-.5500153354977926
254,-1.597581333609022
255,-1.85726828229068
256,-.2827640918491628
257,.3117030508637292
258,.0561535451469773
259,-3.315848760877991
260,1.276614898126666
261,.494870232211584
262,-1.098208467290827
263,-.6431592566644035
264,.7080581871366828
265,-1.528972194850472
266,-1.076715532782349
267,.1531631131838188
268,-.8260848002373083
269,-1.147476695786484
270,-.0697165906368356
271,-.8158675467100382
272,.1569744584465361
273,.7090584352291734
274,-.2769180292640951
275,.4206084822115987
276,.2950047748004507
277,-.8469482936587124
278,-.521130864876755
279,.680756669634687
280,2.273706248153946
281,-1.865985599117612
282,-.5077116456001417
283,-1.757624456501581
284,-1.190878992622195
285,.0905104257645006
286,-.1000959798017749
287,-.5670862212735842
288,-.1462952471287781
289,-1.516584416707268
290,-.524325289932568
291,.3760672810394641
292,2.315431112190827
293,-2.109044173276783
294,-.3082157011095299
295,-1.790230391218714
296,-1.379017750418451
297,-1.447467629572068
298,-.4383453877875286
299,-.5720193759014816
300,.44307862828599
301,-.5822011602617891
302,-.6366994488780869
303,-.8500507088700586
304,-1.227711002311005
305,-.8395869221384519
306,.7582461901283896
307,-5.18252414017754
308,-3.782620338480103
309,-.1493861856216639
310,-1.523942871665971
311,.0891915755334706
312,-.8448815002600621
313,-1.004064382475503
314,-.0352680361679156
315,-.8760557146351805
316,.5035846509942852
317,-.9484645658652907
318,-2.112265217158436
319,-1.490454668761662
320,-1.727386958034608
321,-1.091645165084864
322,-.7643086358489118
323,-1.147665453748619
324,-1.127157727661429
325,-1.241931166375124
326,-.259327245938709
327,-.801669475845754
328,-1.444445095635884
329,.5127692186309766
330,.1984928315590134
331,-1.025104737332578
332,-.0068571398079441
333,.0999728785493713
334,.3312371888955555
335,-.1486035244444497
336,.1703395200066647
337,-1.016193531379219
338,-.6432861330742351
339,-3.48842772929035
340,-.4511836080020145
341,-.9876780495266553
342,-.3150489969681783
343,-2.373836075738562
344,-.5971272448397661
345,.9938291325341877
346,-.5617077182564002
347,-1.294942359384092
348,-1.966725579210298
349,-.8910120354387346
350,1.30555902003981
351,-1.090608812423585
352,-1.422816826393791
353,-.6537021372833683
354,-1.29103709098961
355,-.9454498006709799
356,-.3246369912694275
357,-2.095926707210392
358,.4944868128809606
359,-1.942850548868173
360,-1.195942457448225
361,-.3254874714598129
362,-1.547286793047702
363,-.6585309250478529
364,-.7742340520827189
365,-1.235601161789219
366,-.4866191492380826
367,-1.004976913037767
368,-1.887928147390304
369,-1.792116549822845
370,-2.242241704879813
371,-2.742391906229823
372,.4613798833495191
373,-.8380348429659096
374,-2.37054655343141
375,-1.13809883449172
376,-2.1211772739292
377,-1.880061095303817
378,-1.296828834480634
379,-1.170403736209968
380,-2.656439990425999
381,-1.050792250133925
382,-.5717484036126302
383,.261511528277402
384,-.5559552764541307
385,-2.030027567885598
386,-.9476477292393756
387,-1.018435771903735
388,-.7759468280560248
389,.2851558672476197
