destination,DFE_logvol
9,.920616369402773
15,.7724647070987082
24,.7333798132460312
29,.4416134830447666
30,.3289015896942464
32,.3226535009425339
33,.707580461238691
34,.7684885850632647
35,.3986406845987358
36,.4536440436661472
37,.0574788028444322
38,.607354861590865
40,.237530405358899
41,.19780410136294
42,.6798372420630029
43,.3562080177968416
44,.3389207922126322
45,.6271093325067836
46,.0529069728388026
47,.7731984342923489
48,.2631397636340825
49,.821288529636985
50,-.7418731817954354
51,.5499355932304791
52,.6618644936864042
53,.7724315761814046
54,.5012960703391016
55,.262658094486224
56,1.002859978498952
57,.3318373635336194
58,.0250861320749192
59,.4312134926022986
60,.3609239767326097
61,.512480163168227
62,.7141071049966109
63,.5674411398427459
64,.352732075027813
65,.1290516957085181
66,.3280665939092084
67,.615313730158443
68,.4619325875900798
69,.2033440788487126
70,.4288029210277527
71,.099342915946656
72,.3088586292290579
73,.3755933814655338
74,.1496945252862453
75,.1628712417096936
76,.4957974795629282
77,.8375288243258495
78,.2587904749982785
79,.2413710653566736
80,.4639922933603609
81,.0304289873388107
82,.7120624964872957
83,.296267121082773
84,-.4517010766034536
85,.4258179066515045
86,.6414857490296003
87,-.4300460466910289
88,.382702276300756
89,.7049869258506379
90,.3438430077414588
91,.3531763886170491
92,-.0983795664426649
93,.3966705382462764
94,.0989811730504184
95,.2959988490054994
96,.2345803049747858
97,.0071112417654148
99,.3391868477687607
100,.5765177454259178
101,.0863574785002673
102,.0659664132756214
103,.4728299328133038
104,.6003119831603334
105,.016945546546014
106,.5408494904323583
107,.0073998320487156
108,.8183610451586135
109,.2691446296335376
110,.2085536066216626
111,.403239706435146
112,.5739802747724523
113,.0505310843044634
114,-.0329803485951322
115,.2560693197846776
116,.3680441092724279
117,.3255192862841403
118,.0969648214810965
119,.0539619843191414
120,.2873773802547511
121,.176766681282666
122,-.0504014687288382
123,-.0550036817074164
124,.3119248639160567
125,.3732456679966659
126,.7151402287362234
127,.0549611940198379
128,-.039167404395107
129,.3910427648143976
130,.3357292109216625
131,1.016583978346436
132,.5744008232172422
133,.3547909117767427
134,.0756986915160187
135,-.0537948958805948
136,.1138639031205981
137,.3633150717380664
138,.1544020024525292
139,.8963083630232852
140,-.0051008812854202
141,.3431127632147808
142,.5311806793559651
143,-.0887852898215704
144,-.0763018267565391
145,.1753133493706326
146,-.2751081769134333
147,.0958930276604755
148,-.1136177568255648
149,.0364081083314148
150,-.1761488868382011
151,-.2301701722841724
152,-.1607699425093706
153,.3265305991248579
154,-.0096097915692733
155,.0178971119749322
156,-.3453071881234626
157,-.074087184730559
158,.0654597617388466
159,-.00416570782927
160,-.10909146021737
161,.0059444417391178
162,-.1818725996163855
163,-.0691006265465436
164,-.3097984890537394
165,-.1528618109998914
166,.0167796347102342
167,.4382053269507091
168,-.2424943237146513
169,-.0027275081836937
170,-.0480262524376166
171,-.2972702446673594
172,-.2152398857057917
173,-.0573079953027578
174,-.0070639744203351
175,.3734191426450303
176,-.0460369258317272
177,-.4047176322162357
178,.0121360990588914
179,-.1185725088313651
180,.2858636037620024
181,-.0596263770072677
182,-.2612884357283118
183,-.3841439150591547
184,-.366264882454772
185,-.2803669280284264
186,.2650348793053054
187,-.2855630217111977
188,-.3505685030156381
189,.1008760560431252
190,.3347967196030526
191,-.222608979704156
192,.1632370122952291
193,-.1528712446935496
194,-.0961463702934274
195,.5361610516168733
196,.1825649388124104
197,-.0922349284044007
198,-.3128465775040895
199,-.1891425016285661
200,-.2553291713846925
201,.0444367269103716
202,.0074001486539925
203,.1968387820540089
204,-.3179133098060549
205,-.5734147546580513
206,-.285522492677628
207,-.2756623972143645
208,-.3948744650043426
209,-.0887275241858372
210,.0887979781728343
211,-.4231026351634083
212,.0775023552075782
213,-.0393527648857527
214,-.3805674559420425
215,-.1362060920245714
216,-.3221305006286904
217,-.0990810711328299
218,.1650492093459751
219,.4921589900311585
220,-.3869613277668364
221,-.3464019640651994
222,.2787327668930261
223,.0072458287310146
224,.2484765746464643
225,-.2579991453699081
226,-.1652855028435499
227,-.1697640233890807
228,.3705495413952086
229,.154793873521835
230,-.4070814769379749
231,-.2913948660385692
232,.0316860935887348
233,.8253134024143145
234,-.3633940696893783
235,.29030716927839
236,-.0110638752072196
237,.4258627147875169
238,-.2552910821706179
239,-.2203542949700346
240,.4184439187296828
241,-.0443084495115581
242,-.3322130465984934
243,-.2279294007262828
244,.2253306479388696
245,.0076790542761553
246,-.030881911163128
247,-.2958321757086968
248,-.109427341987382
249,-.2741808054801197
250,-.2723506380763832
251,-.244466248111235
252,-.1814876508528811
253,-.1016829189359584
254,-.3222927081049146
255,-.5842655719601592
256,-.0638332689830731
257,.2306815620146123
258,.0261572336226103
259,-.6771745302107715
260,.3274883377281214
261,.2545996225781295
262,-.2533605533491281
263,-.1348884236410973
264,.3189529247740408
265,-.4667128535159321
266,-.4382568956185428
267,.121556825431812
268,-.1630396452525514
269,-.3191122034796279
270,.0332378633234313
271,-.2533927570573677
272,.0847658685583861
273,.4869135858861842
274,.0158663500608701
275,.167438100963089
276,.210872457289361
277,-.1921401890337395
278,-.1583280515438305
279,.4516917641288118
280,.9154947105223282
281,-.3920732315137284
282,-.0671370490814083
283,-.4027173635184567
284,-.3527993274336079
285,.1096774352900509
286,.111492531535061
287,-.1182803563287662
288,-.0008872958209326
289,-.4082366113878892
290,-.0734876216160371
291,.1251673587209797
292,.6269431104942276
293,-.5540091516058419
294,-.0657774093079018
295,-.458946866047664
296,-.3481506424352757
297,-.3867665117470899
298,-.0411513541159742
299,-.0890989067370038
300,.1954888695918131
301,-.2140193703484877
302,-.2518683724347999
303,-.1499589355516825
304,-.2588589667147089
305,-.2717024054940483
306,.2711519157385449
307,-.8382458148554279
308,-.798682913352912
309,.0183193205307408
310,-.4325648199919332
311,.0603439954758811
312,-.1447202512391065
313,-.3374872136335675
314,-.033098338061866
315,.4829290944335325
316,.1897691164703651
317,-.333267881169213
318,-.434420222945229
319,-.3578007009079596
320,-.266596224375337
321,-.2577191862547896
322,-.0637327356352711
323,-.3064068678389512
324,-.3269035566714342
325,-.1527091044164249
326,-.0331347659133353
327,-.1924631365706789
328,-.3997158922352885
329,.2051490926019246
330,.1127612002409849
331,-.317912271591277
332,.058097599580409
333,.1141702273628188
334,.1631622549271387
335,.0169498325072312
336,.0067755299326696
337,-.3068012319023713
338,-.171818144613063
339,-.8339267493306487
340,-.062054726496702
341,-.2448192324632407
342,.0146245595800681
343,-.6211014276079988
344,-.1797312479277387
345,.424764261112933
346,-.1805142178654875
347,-.476801708259293
348,-.533725292030643
349,-.1855428390844861
350,.5355300860716482
351,-.2716928643075236
352,-.4141728194475003
353,-.0981121868093079
354,-.3765238185148621
355,-.1827587164068035
356,-.0678342704422246
357,-.5363756910498512
